あく,1,悪,1,壞事,弊端,壞人,邪惡,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あくしゅ,2,握手,1,握手,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アクセサリー,3,*2,accessory,1,3,裝飾品,附屬品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アクセル,1,accelerator,1,加速器,油門踏板,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アクセント,2,accent,1,語調,強勢,重點,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あくどい,1,あくどい,3,過火的,惡劣的,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あくび,2,欠伸,0,哈欠,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あくま,2,悪魔,1,惡魔,魔鬼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あくまで,2,飽くまで,1,2,到底,徹底,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あくる,2,明くる,0,明,翌,下,次,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あけがた,2,明け方,0,黎明,天剛亮時,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あける,4,開ける,0,開,打開,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あける,2,明ける,0,天明,期滿,過年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あげる,4,上げる,挙げる,0,舉,懸掛,抬高,舉行あげる,3,あげる「お祝いをあげる」,0,送,給,,,,,,,,,,,,,,,,,,,,,,,,,
あげる,2,*0,揚げる,0,揚起,炸,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あご,1,顎,2,下巴,頜,顎,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あこがれ,1,憧れ,0,憧憬,向往,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あこがれる,2,憧れる,0,5,憧憬的,向往的,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あさ,4,朝,1,早晨,早上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あさ,1,麻,2,麻,麻布,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あざ,1,痣,2,痣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あさい,3,*2,浅い,0,淺的,淡的,輕的,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あさごはん,4,朝御飯,3,早飯,早餐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あさって,4,明後日,2,後天,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あさねぼう,0,*3,朝寝坊,3,賴床,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あさましい,1,浅ましい,4,卑鄙,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あざむく,1,欺く,3,欺騙,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あざやか,1,鮮やか,2,鮮明,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あざわらう,1,嘲笑う,4,嘲笑,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あし,4,足,2,腳,腿,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あじ,3,味,0,味,味道,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アジア,3,*2,Asia,1,亞洲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あしあと,2,足跡,3,足跡,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あしからず,1,悪しからず,3,請不要見怪,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あした,4,明日,3,明日,明天,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あしもと,2,足元,3,腳下,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あじわい,1,味わい,0,品味,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あじわう,2,味わう,0,3,品味,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あす,3,明日,2,明天,將來,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あずかる,2,預かる,3,保管,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あずける,2,預ける,3,保管,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あせ,2,汗,1,汗水,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あせる,1,焦る,2,著急,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あせる,1,褪せる「色が,」,0,2,褪色,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あそこ,4,あそこ,0,那裡,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あそび,3,遊び,0,遊戲,玩耍,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あそぶ,4,遊ぶ,0,玩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あたい,1,値,0,價值,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あたいする,1,値する,0,值,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あたえる,2,与える,0,給予,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あたたか,2,暖か,温か,2,3,溫暖,溫和,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あたたかい,4,暖かい,温かい,4,溫暖,溫和,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あたたまる,2,暖まる,温まる,4,暖和,取暖,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あたためる,2,暖める,温める,4,使…暖,使…熱,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あたま,4,頭,0,3,頭,腦袋,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あたらしい,4,新しい,4,新的,新式的,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あたり,2,辺り,1,附近,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あたり,1,当り//,当り,0,碰撞,命中,中奨//每,左右,大約あたりまえ,2,当たり前,0,當然,,,,,,,,,,,,,,,,,,,,,,,,,
あたる,2,当る,0,照射,當,擔任,碰上,撞上,成功あちこち,2,あちこち,2,3,到處,,,,,,,,,,,,,,,,,,,,,,,,
あちら,4,あちら,0,那邊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あちらこちら,2,あちらこちら,4,到處,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あつい,4,厚い,0,厚的,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あつい,4,暑い,2,熱,炎熱,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あつい,4,熱い,2,熱,燙的,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あっか,1,悪化,0,惡化,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あつかい,1,扱い,0,對待,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あつかう,2,扱う,0,3,對待,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あつかましい,2,厚かましい,5,無恥,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あっけない,1,呆気ない,4,太簡單,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あっさり,1,あっさり,3,清淡,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あっしゅく,2,圧縮,0,壓縮,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あっせん,1,斡旋,0,斡旋,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あっち,4,*2,あっち,3,那邊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あっとう,1,圧倒,0,凌駕,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あっぱく,1,圧迫,0,壓迫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アップ,1,up,1,提升,向上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あつまり,2,集り,0,3,聚集,集會,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あつまる,3,集まる,3,集合,集,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あつめる,3,集める,3,集中,收集,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あつらえる,1,誂る,3,4,訂做,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あつりょく,1,圧力,2,壓力,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あて,1,宛,0,寄給,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あて,1,当て,0,目標,希望,指望,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あてじ,1,当字,宛字,0,錯別字,借用字,白字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あてな,2,宛名,0,收件人姓名,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あてはまる,2,当て嵌まる,4,適合,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あてはめる,2,当て嵌める,4,適用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あてる,2,当てる,0,碰,撞,接觸,指名,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あてる,1,宛てる,0,發給,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あと,4,後,1,後面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あと,2,跡,痕,1,蹟,跡象,痕跡,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あと,2,後,//,跡,接辞,1,後方,後//痕,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あとつぎ,1,跡継,2,後代,後嗣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あとまわし,1,後回し,3,緩辦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あな,2,穴,2,洞,缺陷,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アナウンサー,3,*2,announcer,3,廣播員,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あなた,4,貴方,2,你,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あに,4,兄,1,哥哥,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あね,4,姉,0,姐姐,姊姊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あの,4,あの,指示詞,0,那,那個,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あの,4,あの,感動詞,0,哎,啊,嗯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アパート,4,apartment,building,2,公寓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あばれる,2,暴れる,0,鬧,放蕩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あびる,4,浴びる,0,3,浴,洗,淋,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あぶない,4,危ない,0,3,危險的,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あぶら,2,油,脂,0,油,脂肪,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あぶらえ,1,油絵,3,油畫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アフリカ,3,*2,Africa,0,非洲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あぶる,2,炙る,焙る「火に,」,2,烘,烤,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あふれる,2,溢れる,3,滿,溢,充滿,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アプローチ,1,approach,3,方法,入口,接近,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あべこべ,1,あべこべ,0,反對,相反,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あまい,4,甘い,0,甜,甜蜜,姑且,天真,不緊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あまえる,1,甘える,0,撒嬌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あまぐ,1,雨具,2,雨具,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あまくち,1,甘口,0,帯甜味的,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アマチュア,1,amateur,0,2,外行(人),業餘,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あまど,2,雨戸,2,木板套窗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あまやかす,2,甘やかす,0,4,嬌養,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あまり,4,余り,副詞,0,3,多,多些,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あまり,2,余,名詞,0,3,餘,剩餘,過度,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あまる,2,余る,2,餘,剩,過份,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あみ,1,網,2,網,鐵絲網,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あみもの,2,編物,2,編織的東西,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あむ,2,編む,1,編織,編輯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あめ,4,*2,飴,0,麥芽糖,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あめ,4,雨,1,雨,雨天,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アメリカ,3,*2,America,0,美國,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あやうい,2,危うい,0,3,危險,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あやしい,2,怪しい,0,奇怪的,靠不住,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あやつる,1,操る,3,要,操縱,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あやぶむ,1,危ぶむ,3,掛念,擔心,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あやふや,1,あやふや,0,含糊,靠不住,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あやまち,1,過ち,0,3,4,錯,過失,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あやまり,2,誤り,3,4,錯誤,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あやまる,3,謝る,3,道歉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あやまる,1,誤る,3,弄錯,錯誤,認錯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あゆみ,1,歩み,3,步行,走,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あゆむ,1,歩む,2,步行,進展,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あら,2,あら,感動詞,1,唉呀！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あらい,2,荒い,0,粗暴,粗大,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あらう,4,洗う,0,洗,調查,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あらかじめ,1,予め,0,預先,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あらし,2,嵐,1,風暴,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あらす,1,荒らす,0,破壞,使荒廢,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あらすじ,2,粗筋,0,概略,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あらそい,1,争い,0,3,糾紛,爭論,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あらそう,2,争う,3,爭奪,競爭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あらた,2,新た,1,重新,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あらたまる,1,改まる,4,改良,革新,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あらためて,2,改めて,3,重新,再,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あらためる,2,改める,4,改變,修改,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あらっぽい,1,荒っぽい,0,粗暴的,粗糙的,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アラブ,1,Arab,1,阿拉伯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あらゆる,2,あらゆる,3,所有,一切,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あられ,1,霰,0,雪珠,霰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あらわす,2,表わす//現す//著す,3,表示,表現//顯出,露出//著あらわれ,2,現れ,0,3,4,表現,結果,,,,,,,,,,,,,,,,,,,,,,,,,
あらわれる,2,現れる,4,出現,被發現,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ありがたい,2,有難い,4,難得的,值得感謝,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
（どうも）ありがとうございます,ました。,4,（どうも）有難う御座居ます有難う-御座居ました。,挨拶語,(1)2,(1)2--4,謝謝,非常感謝ありさま,1,有様,0,2,樣子,情況,,,,,,,,,,,,,,,,,,,,,,,,
ありのまま,1,有りの儘,0,5,據實,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ありふれる,1,有触れる,0,常見,不稀奇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ある,4,在る[存在],1,在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ある,4,有る[所有],1,有,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ある,2,或る,1,或,有,某,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あるいは,2,或いは,2,或是,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アルカリ,1,alkali,オランダ語,0,鹼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あるく,4,歩く,2,步行,走,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アルコール,3,alcohol,0,酒精,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アルバイト,3,Arbeit,ドイツ語,3,打工,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アルバム,2,album,0,1,照相簿,歌曲選紀念集(冊),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アルミ,1,aluminum,0,鋁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あれ,4,あれ,指示詞,0,那個,那裡,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あれ,2,あれ,感動詞,1,哎呀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あれこれ,2,あれこれ,2,這個那個,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あれる,2,荒れる,0,荒蕪,荒廢,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あわ,2,泡,2,泡,沫,水花,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アワー,0,*1,hour,1,時間,時刻,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あわす,1,合わす,2,合併,配合,調準,比較,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あわせ,1,合わせ,3,合,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あわせる,2,合わせる//併せる,3,合併,配合,調準,比較//把…合而為一,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あわただしい,2,慌しい,5,慌忙的,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あわてる,2,慌てる,0,驚慌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あわれ,2,哀れ,1,悲哀,可憐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あん,2,案,1,想法,建議,設想,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あんい,2,安易,0,1,容易,估計不足,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あんがい,2,案外,0,1,沒想到,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あんき,2,暗記,0,記住,背下來,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アンケート,1,enquête,フランス語,1,3,問卷調查,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アンコール,1,*1,encore,3,再一次,安可,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あんさつ,1,暗殺,0,暗殺,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あんざん,1,暗算,0,心算,暗算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あんじ,1,暗示,0,暗示,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あんじる,1,案じる,0,3,擔心,想辦法,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あんしん（する）,3,安心（する）,0,安心,放心あんせい,1,安静,0,安靜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あんぜん,3,安全,0,安全,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あんてい,2,安定,0,安定,穩定性,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アンテナ,2,antenna,0,天線,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あんな,3,あんな,0,那樣的,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あんない（する）,3,案内（する）,3,引導,指南あんなに,2,あんなに,0,那麼,那樣的,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あんのじょう,1,案の定,3,果然,正如所料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あんまり,2,あんまり,0,4,過度,過於,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
い,2,胃,0,胃,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
い,2,位,1,第,名,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
